post_id,username,user_id,text,post_text,time,likes,comments,shares,reactions,image,images,link,post_url,available
10202214118572050,,1162290700,Zelda Ocarina of Time Remake Launching This Year! #zelda #nintendo,Zelda Ocarina of Time Remake Launching This Year! #zelda #nintendo,2026-06-09 15:02:10,116,0,5,"{""j’aime"": 103, ""j’adore"": 13}",https://scontent-cdg4-2.xx.fbcdn.net/v/t51.71878-10/721454575_1648738573377689_2206135458771641315_n.jpg?stp=dst-jpg_tt6&cstp=mx640x1136&ctp=s960x960&_nc_cat=107&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeG29D2ckDqKDJPTbax4ScHWcH7jtDLvEv9wfuO0Mu8S_0vIM0I5Wu3YKuz2K-zDDKy68HTTF_MgGxEmrBV2xPn6&_nc_ohc=7OC31e_Ef0YQ7kNvwF97cFa&_nc_oc=AdrL3e3nC6Rb5D7hfUeSDECjjNrGbP6kwdXGik_3cfa5e1xVnlwi0ZhsV0OX_uJWCuY&_nc_zt=23&_nc_ht=scontent-cdg4-2.xx&_nc_gid=tFtYgrkVbZWQ7vNk8IKCqw&_nc_ss=7b2a8&oh=00_Af8g6kZfDrO_tLjMPKsY6qEAo9PGg5ubftnuGSVebGJAtQ&oe=6A2F14AF,"[""https://scontent-cdg4-2.xx.fbcdn.net/v/t51.71878-10/721454575_1648738573377689_2206135458771641315_n.jpg?stp=dst-jpg_tt6&cstp=mx640x1136&ctp=s960x960&_nc_cat=107&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeG29D2ckDqKDJPTbax4ScHWcH7jtDLvEv9wfuO0Mu8S_0vIM0I5Wu3YKuz2K-zDDKy68HTTF_MgGxEmrBV2xPn6&_nc_ohc=7OC31e_Ef0YQ7kNvwF97cFa&_nc_oc=AdrL3e3nC6Rb5D7hfUeSDECjjNrGbP6kwdXGik_3cfa5e1xVnlwi0ZhsV0OX_uJWCuY&_nc_zt=23&_nc_ht=scontent-cdg4-2.xx&_nc_gid=tFtYgrkVbZWQ7vNk8IKCqw&_nc_ss=7b2a8&oh=00_Af8g6kZfDrO_tLjMPKsY6qEAo9PGg5ubftnuGSVebGJAtQ&oe=6A2F14AF""]",https://www.facebook.com/reel/1317734103203183/,https://www.facebook.com/1162290700/posts/10202214118572050,True
1001483172247222,,100071566451750,Manifesting for tomorrow 🧙‍♂️#nintendo #zelda,Manifesting for tomorrow 🧙‍♂️#nintendo #zelda,2026-06-08 20:51:24,619,116,131,"{""j’aime"": 384, ""j’adore"": 194, ""haha"": 25, ""solidaire"": 13, ""wouah"": 3}",,[],https://www.facebook.com/gamingmemes2020/posts/pfbid0KVF3NfbPk1oYkP9gADEUBPE43m81Giiq8S3Ekam7yb2BR3BTKkZdqdFZurZUQHHWl,https://www.facebook.com/100071566451750/posts/1001483172247222,True
1001483138913892,,,,,,,,,,,[],https://www.facebook.com/photo/?fbid=1001483138913892&set=a.216770404051840,https://www.facebook.com/photo/?fbid=1001483138913892&set=a.216770404051840,True
1031310892732390,,100075604676782,"THIS IS NOT A DRILL‼️ 

The Legend of Zelda Ocarina of Time remake is coming soon!

#nintendo #NintendoDirect #nintendoswitch #zelda #OcarinaOfTime","THIS IS NOT A DRILL‼️ 

The Legend of Zelda Ocarina of Time remake is coming soon!

#nintendo #NintendoDirect #nintendoswitch #zelda #OcarinaOfTime",2026-06-09 15:18:24,213,35,26,"{""j’aime"": 134, ""j’adore"": 69, ""haha"": 4, ""solidaire"": 3, ""wouah"": 3}",,[],https://www.facebook.com/WWGonComicBook/posts/pfbid0t4Mo8QztgHcTAoosXbNgZ6U6h5KE9S2u4DpX2nkgD9JwKVhrHytHQqXjSvn2R6gel,https://www.facebook.com/100075604676782/posts/1031310892732390,True
1031310352732444,,,,,,,,,,,[],https://www.facebook.com/photo/?fbid=1031310352732444&set=a.282048174325336,https://www.facebook.com/photo/?fbid=1031310352732444&set=a.282048174325336,True
1955160132094630,,100028019873159,7 Physics Tricks în Zelda That Completely Change the Way You Play. #zelda   #zeldabreathofthewild  #zeldatearsofthekingdom  #botw,7 Physics Tricks în Zelda That Completely Change the Way You Play. #zelda   #zeldabreathofthewild  #zeldatearsofthekingdom  #botw,2026-06-09 13:13:47,21,1,0,"{""j’aime"": 18, ""j’adore"": 2, ""haha"": 1}",https://scontent-cdg4-1.xx.fbcdn.net/v/t15.5256-10/718174701_27115878304700494_8496134311915802904_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=104&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeEQ8aCVT_8xpOMPXjCsvmjKarFH3I_rG9RqsUfcj-sb1DuyNGrbChEy4ckjRcB2JFx2Z3qOxALnrICRfurtlsMq&_nc_ohc=GsUTbRJhUeUQ7kNvwHQ9-E9&_nc_oc=AdproRTuyKs2QDirV6DjLX8kRTGklDWumBkdFmj7mH7IQM2huQ6aG3soMMWcF30zQp4&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af98T987l1ocBIUvQrWynQGRyQLBR97dlepOTtDxJKCG5g&oe=6A2F0E24,"[""https://scontent-cdg4-1.xx.fbcdn.net/v/t15.5256-10/718174701_27115878304700494_8496134311915802904_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=104&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeEQ8aCVT_8xpOMPXjCsvmjKarFH3I_rG9RqsUfcj-sb1DuyNGrbChEy4ckjRcB2JFx2Z3qOxALnrICRfurtlsMq&_nc_ohc=GsUTbRJhUeUQ7kNvwHQ9-E9&_nc_oc=AdproRTuyKs2QDirV6DjLX8kRTGklDWumBkdFmj7mH7IQM2huQ6aG3soMMWcF30zQp4&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af98T987l1ocBIUvQrWynQGRyQLBR97dlepOTtDxJKCG5g&oe=6A2F0E24""]",https://www.facebook.com/reel/1340709261269687/,https://www.facebook.com/100028019873159/posts/1955160132094630,True
1517045090121407,,100054477909988,Why You Should Never Pull The Master Sword Early! #LegendOfZelda #Zelda #BOTW #TearsOfTheKingdom #TOTK #Link,Why You Should Never Pull The Master Sword Early! #LegendOfZelda #Zelda #BOTW #TearsOfTheKingdom #TOTK #Link,2026-06-09 12:03:24,10,0,0,"{""j’aime"": 10}",https://scontent-cdg4-1.xx.fbcdn.net/v/t15.5256-10/721734030_1632867721141921_9124644032008508575_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=102&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeFAHT0VO9GBbOpxOT9E9-4Bi6Au5sOG2JmLoC7mw4bYmXT7NYqUzOxf5V_y1NyOfQ7aHAs0VIwGKsklKcsaKb87&_nc_ohc=bA1OA189F5EQ7kNvwFecshb&_nc_oc=AdpTX-0XUnP838coKxrOHs6HW_CIvXZVG16TufnI5HxvWvTsyLilK2efVblJAHDG_Ms&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af-u9FYmWCYzxO6YF0rBKx3fbiZBgOss5FQ20vodJ3VSSw&oe=6A2F1904,"[""https://scontent-cdg4-1.xx.fbcdn.net/v/t15.5256-10/721734030_1632867721141921_9124644032008508575_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=102&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeFAHT0VO9GBbOpxOT9E9-4Bi6Au5sOG2JmLoC7mw4bYmXT7NYqUzOxf5V_y1NyOfQ7aHAs0VIwGKsklKcsaKb87&_nc_ohc=bA1OA189F5EQ7kNvwFecshb&_nc_oc=AdpTX-0XUnP838coKxrOHs6HW_CIvXZVG16TufnI5HxvWvTsyLilK2efVblJAHDG_Ms&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af-u9FYmWCYzxO6YF0rBKx3fbiZBgOss5FQ20vodJ3VSSw&oe=6A2F1904""]",https://www.facebook.com/reel/1746830873342675/,https://www.facebook.com/100054477909988/posts/1517045090121407,True
1517235520102364,,100054477909988,This Zelda Ability Plus Glitch Freezes Lynels And Guardians Instantly! #LegendOfZelda #Zelda #BOTW #TearsOfTheKingdom #TOTK #Link,This Zelda Ability Plus Glitch Freezes Lynels And Guardians Instantly! #LegendOfZelda #Zelda #BOTW #TearsOfTheKingdom #TOTK #Link,2026-06-09 16:29:31,19,1,0,"{""j’aime"": 19}",https://scontent-cdg4-3.xx.fbcdn.net/v/t15.5256-10/719209790_1749309286243331_1584426721475257179_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=111&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeE89jrqOauvvAPE0j9NtOOcHuzCr2QDFYIe7MKvZAMVgtZPrlR7PFIpXOlSVZ2WeU9mGUR00jbAJjVyjg9-VpMS&_nc_ohc=EF8wTc2CPyEQ7kNvwECVRka&_nc_oc=Adqm3zAUGjI9SjkvmNwmbHR-NNYmyrCoAmwr4-0SsTXWyMOH5v-8ZaASwnDXqVb2IS0&_nc_zt=23&_nc_ht=scontent-cdg4-3.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af_HOaoJGRPNqRGJtsAaH0bFGYb3Pfm8PSy--L7MPmFaBA&oe=6A2EFB81,"[""https://scontent-cdg4-3.xx.fbcdn.net/v/t15.5256-10/719209790_1749309286243331_1584426721475257179_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=111&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeE89jrqOauvvAPE0j9NtOOcHuzCr2QDFYIe7MKvZAMVgtZPrlR7PFIpXOlSVZ2WeU9mGUR00jbAJjVyjg9-VpMS&_nc_ohc=EF8wTc2CPyEQ7kNvwECVRka&_nc_oc=Adqm3zAUGjI9SjkvmNwmbHR-NNYmyrCoAmwr4-0SsTXWyMOH5v-8ZaASwnDXqVb2IS0&_nc_zt=23&_nc_ht=scontent-cdg4-3.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af_HOaoJGRPNqRGJtsAaH0bFGYb3Pfm8PSy--L7MPmFaBA&oe=6A2EFB81""]",https://www.facebook.com/reel/784420794660327/,https://www.facebook.com/100054477909988/posts/1517235520102364,True
950411324663329,,100090834091825,#videogames #thelegendofzelda #zelda,#videogames #thelegendofzelda #zelda,2026-06-10 05:47:45,6,0,0,"{""j’aime"": 4, ""haha"": 2}",https://scontent-cdg4-1.xx.fbcdn.net/v/t15.5256-10/720386833_1035503582375775_1590322085478350781_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=110&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeEdU4R6locXtgYcy2fM60zTSjedy5kOlzZKN53LmQ6XNvhheGwc2EfVSHFyM2SzxYphyIqHN5Jrn1VC8PhI0tD9&_nc_ohc=PKkilj5Yb1EQ7kNvwFqP5Um&_nc_oc=Adq9jUvFMGpTv_qnXWW4NxJ2R3NfDc9KQTX_UMYR5MLZ4n-53bk2Tr3RCm4zFpsLuvU&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af_Y8KQJFw-KZ2OZYMNouEUriqoFr67aVD9kx6oz-ERYpw&oe=6A2F1907,"[""https://scontent-cdg4-1.xx.fbcdn.net/v/t15.5256-10/720386833_1035503582375775_1590322085478350781_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=110&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeEdU4R6locXtgYcy2fM60zTSjedy5kOlzZKN53LmQ6XNvhheGwc2EfVSHFyM2SzxYphyIqHN5Jrn1VC8PhI0tD9&_nc_ohc=PKkilj5Yb1EQ7kNvwFqP5Um&_nc_oc=Adq9jUvFMGpTv_qnXWW4NxJ2R3NfDc9KQTX_UMYR5MLZ4n-53bk2Tr3RCm4zFpsLuvU&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af_Y8KQJFw-KZ2OZYMNouEUriqoFr67aVD9kx6oz-ERYpw&oe=6A2F1907""]",https://www.facebook.com/reel/27225201010463443/,https://www.facebook.com/100090834091825/posts/950411324663329,True
122194133798748474,,61572454228623,"Meilleure annonce du Nintendo direct du 9/06/2026.
Rejoignez-nous sur Twitch: SIM_047 (tous les soirs à 21h).
#zelda #nintendo #nintendoswitch #OcarinaOfTime","Meilleure annonce du Nintendo direct du 9/06/2026.
Rejoignez-nous sur Twitch: SIM_047 (tous les soirs à 21h).
#zelda #nintendo #nintendoswitch #OcarinaOfTime",2026-06-09 15:51:02,4,0,0,"{""j’aime"": 4}",https://scontent-cdg4-1.xx.fbcdn.net/v/t15.5256-10/718893766_1505466364393822_6043238287237311002_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=108&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeFgv7uvheHNgQ2eQcg-LVj5BBkSqsGDVscEGRKqwYNWxz6dYO6_gg0XratZ4HjO428LLtO9vEgCsS2Yid9xWROo&_nc_ohc=gMMpJP6jAAsQ7kNvwGxFsez&_nc_oc=Adod5-g5n3SLaIRGybrnnWkxvh9AS9YBDxerrjwUu5mt1CXjgqrbdmMRdHQXNRUnPbA&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af_iBMzB4Mu0uVdG2scd-WAW_G9UrIyYuHFZ7ZaiyUSqbg&oe=6A2F050D,"[""https://scontent-cdg4-1.xx.fbcdn.net/v/t15.5256-10/718893766_1505466364393822_6043238287237311002_n.jpg?stp=dst-jpg_tt6&cstp=mx1080x1920&ctp=s960x960&_nc_cat=108&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeFgv7uvheHNgQ2eQcg-LVj5BBkSqsGDVscEGRKqwYNWxz6dYO6_gg0XratZ4HjO428LLtO9vEgCsS2Yid9xWROo&_nc_ohc=gMMpJP6jAAsQ7kNvwGxFsez&_nc_oc=Adod5-g5n3SLaIRGybrnnWkxvh9AS9YBDxerrjwUu5mt1CXjgqrbdmMRdHQXNRUnPbA&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=s_GNTvS2QX0WGSrAUudfIA&_nc_ss=7b2a8&oh=00_Af_iBMzB4Mu0uVdG2scd-WAW_G9UrIyYuHFZ7ZaiyUSqbg&oe=6A2F050D""]",https://www.facebook.com/reel/1484266676347761/,https://www.facebook.com/61572454228623/posts/122194133798748474,True
1031614155870176,,100070648038147,Confirmado ZELDA OCARINA OF TIME remake 😱😱😱🔥🔥 #zelda #nintendo,Confirmado ZELDA OCARINA OF TIME remake 😱😱😱🔥🔥 #zelda #nintendo,2026-06-09 16:25:54,1,0,0,"{""j’aime"": 1}",https://scontent-cdg4-3.xx.fbcdn.net/v/t15.5256-10/718160994_1582175579932988_6786432963964944723_n.jpg?stp=dst-jpg_tt6&cstp=mx720x1280&ctp=s960x960&_nc_cat=111&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeHTD423ESOMNnIu4J2cHcpOh04D2nnTOUCHTgPaedM5QMuzx8B4Xazy1OH0vEGSGQj0a2YrdZcZBiP1m_h8OD09&_nc_ohc=EOTO69L6yTsQ7kNvwHKRT8i&_nc_oc=AdpVGD3E9iZ0Hs90eSah7tPN3qj7nlnHcVuvN8r1Sjkm-sL12gxkZsLtH1E5v5vMYuA&_nc_zt=23&_nc_ht=scontent-cdg4-3.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af_37318Zm1ruR2WfRvYpAx2NQE3wsnraddvcaccht-hJg&oe=6A2EFC0E,"[""https://scontent-cdg4-3.xx.fbcdn.net/v/t15.5256-10/718160994_1582175579932988_6786432963964944723_n.jpg?stp=dst-jpg_tt6&cstp=mx720x1280&ctp=s960x960&_nc_cat=111&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeHTD423ESOMNnIu4J2cHcpOh04D2nnTOUCHTgPaedM5QMuzx8B4Xazy1OH0vEGSGQj0a2YrdZcZBiP1m_h8OD09&_nc_ohc=EOTO69L6yTsQ7kNvwHKRT8i&_nc_oc=AdpVGD3E9iZ0Hs90eSah7tPN3qj7nlnHcVuvN8r1Sjkm-sL12gxkZsLtH1E5v5vMYuA&_nc_zt=23&_nc_ht=scontent-cdg4-3.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af_37318Zm1ruR2WfRvYpAx2NQE3wsnraddvcaccht-hJg&oe=6A2EFC0E""]",https://www.facebook.com/reel/1616613672747537/,https://www.facebook.com/100070648038147/posts/1031614155870176,True
1663164818266779,,100037198295772,Superbe🤓 #wood #naturephotography #zelda,Superbe🤓 #wood #naturephotography #zelda,2026-06-10 03:19:12,8,1,1,"{""j’aime"": 5, ""j’adore"": 3}",https://scontent-cdg4-1.xx.fbcdn.net/v/t51.71878-10/719490356_1563024088775981_5925775460425245651_n.jpg?stp=dst-jpg_tt6&cstp=mx640x1136&ctp=s960x960&_nc_cat=108&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeFl6sarazmdg-1K-t-1ua6ugghLkzbEZs2CCEuTNsRmzSBCcwiKKVp0N5yUfMPGQY1hnaPbI68DJbpYwwb0DHL3&_nc_ohc=0Jq2mNxR530Q7kNvwHyOhN5&_nc_oc=Adom7Yfv-X9tiV36p_kbm97Rl0D7TIg12CO6iLXq-R6psaUP_zkWsI_2McfNWKGfn8U&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af_z6JWjH7HSxbLf0MUocxgF_6LCrkDjomutfwi04mNzLA&oe=6A2EFECC,"[""https://scontent-cdg4-1.xx.fbcdn.net/v/t51.71878-10/719490356_1563024088775981_5925775460425245651_n.jpg?stp=dst-jpg_tt6&cstp=mx640x1136&ctp=s960x960&_nc_cat=108&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeFl6sarazmdg-1K-t-1ua6ugghLkzbEZs2CCEuTNsRmzSBCcwiKKVp0N5yUfMPGQY1hnaPbI68DJbpYwwb0DHL3&_nc_ohc=0Jq2mNxR530Q7kNvwHyOhN5&_nc_oc=Adom7Yfv-X9tiV36p_kbm97Rl0D7TIg12CO6iLXq-R6psaUP_zkWsI_2McfNWKGfn8U&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af_z6JWjH7HSxbLf0MUocxgF_6LCrkDjomutfwi04mNzLA&oe=6A2EFECC""]",https://www.facebook.com/reel/1025857323174440/,https://www.facebook.com/100037198295772/posts/1663164818266779,True
995727542820041,,100071484132311,"Trailer The Legend Of Zelda: Ocarina Of Time REMAKE

A Nintendo lançou a braba!

#zelda #thelegendofzelda #ocarinaoftime #thelegendofzeldaocarinaoftime #nintendo","Trailer The Legend Of Zelda: Ocarina Of Time REMAKE

A Nintendo lançou a braba!

#zelda #thelegendofzelda #ocarinaoftime #thelegendofzeldaocarinaoftime #nintendo",2026-06-09 19:01:57,4,2,1,"{""j’aime"": 4}",https://scontent-cdg4-2.xx.fbcdn.net/v/t15.5256-10/720258843_1676957473540366_6210356817142571231_n.jpg?stp=dst-jpg_tt6&cstp=mx405x720&ctp=s405x720&_nc_cat=101&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeF-IrdZzXrF8dBLSqUinfnOQ6YHLhDmvadDpgcuEOa9p8-50auYlZbt1DvB0kEuA1ecjUsdYdrhF-n9TWHL9i-5&_nc_ohc=wWOORy6as8AQ7kNvwH5vZdb&_nc_oc=AdrjqbxxIPrwguBtcyzorM0lIYuX41_oEuaWpMijXDIrhv5AprE5x0Ib2vxtF5eCzO8&_nc_zt=23&_nc_ht=scontent-cdg4-2.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af9u2ux4cNSwTPjEP5-MztuFxewNMYtxbHufv8XDYK97Ow&oe=6A2F176A,"[""https://scontent-cdg4-2.xx.fbcdn.net/v/t15.5256-10/720258843_1676957473540366_6210356817142571231_n.jpg?stp=dst-jpg_tt6&cstp=mx405x720&ctp=s405x720&_nc_cat=101&ccb=1-7&_nc_sid=be8305&_nc_eui2=AeF-IrdZzXrF8dBLSqUinfnOQ6YHLhDmvadDpgcuEOa9p8-50auYlZbt1DvB0kEuA1ecjUsdYdrhF-n9TWHL9i-5&_nc_ohc=wWOORy6as8AQ7kNvwH5vZdb&_nc_oc=AdrjqbxxIPrwguBtcyzorM0lIYuX41_oEuaWpMijXDIrhv5AprE5x0Ib2vxtF5eCzO8&_nc_zt=23&_nc_ht=scontent-cdg4-2.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af9u2ux4cNSwTPjEP5-MztuFxewNMYtxbHufv8XDYK97Ow&oe=6A2F176A""]",https://www.facebook.com/reel/26862504903445588/,https://www.facebook.com/100071484132311/posts/995727542820041,True
1344230881219969,,100068992095220,#zelda 🥹 #nintendo,#zelda 🥹 #nintendo,2026-06-10 01:07:08,7,0,1,"{""j’aime"": 6, ""solidaire"": 1}",https://scontent-cdg4-1.xx.fbcdn.net/v/t51.71878-10/719490176_990093637331985_888838321433817145_n.jpg?stp=dst-jpg_tt6&cstp=mx640x1138&ctp=s960x960&_nc_cat=102&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeHIE_ZANfgyOAgeyRt9EsrolT8H-7wnPsaVPwf7vCc-xn_R8F3ngYuDfTjE5RPxzbxsijgJwadp0Aq32JYtWFFE&_nc_ohc=1zTYdJP8NZkQ7kNvwH7cNai&_nc_oc=AdrmVScZxuyQmGZl8TKe-8k_QgIoot32htExXEa8vusE2nnGHVc_mtV-Zl7PxoGL9us&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af-hCGgQwarZ7x-HAqMOHvknsMDMJ-krO5elmQiFPgJF2w&oe=6A2F0A39,"[""https://scontent-cdg4-1.xx.fbcdn.net/v/t51.71878-10/719490176_990093637331985_888838321433817145_n.jpg?stp=dst-jpg_tt6&cstp=mx640x1138&ctp=s960x960&_nc_cat=102&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeHIE_ZANfgyOAgeyRt9EsrolT8H-7wnPsaVPwf7vCc-xn_R8F3ngYuDfTjE5RPxzbxsijgJwadp0Aq32JYtWFFE&_nc_ohc=1zTYdJP8NZkQ7kNvwH7cNai&_nc_oc=AdrmVScZxuyQmGZl8TKe-8k_QgIoot32htExXEa8vusE2nnGHVc_mtV-Zl7PxoGL9us&_nc_zt=23&_nc_ht=scontent-cdg4-1.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af-hCGgQwarZ7x-HAqMOHvknsMDMJ-krO5elmQiFPgJF2w&oe=6A2F0A39""]",https://www.facebook.com/reel/1931064740931517/,https://www.facebook.com/100068992095220/posts/1344230881219969,True
122125414617170244,,61585107321426,The leyendo of Zelda ocarina of time Remake #hanmarob #foryou #zelda #nintendo,The leyendo of Zelda ocarina of time Remake #hanmarob #foryou #zelda #nintendo,2026-06-10 04:10:34,3,0,1,"{""j’aime"": 3}",https://scontent-cdg4-2.xx.fbcdn.net/v/t15.5256-10/722204894_885451590514717_6076630106790269957_n.jpg?stp=dst-jpg_tt6&cstp=mx720x1280&ctp=s960x960&_nc_cat=109&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeHQ5nGA4NW7LJfp09eVbcP4McL4b1k2o_sxwvhvWTaj-_8nNkxHOo8JbefBIf0UcqnJcupFjL-HKOK-_Ca1FB8n&_nc_ohc=WEJwtVDDB7sQ7kNvwEyMta4&_nc_oc=Adrp9_cx0xT84oxo0bMZ1Q9TXOPtldqZY4htWxwREGPHuQTaD_U0Z-bHp0SAaKXGYSs&_nc_zt=23&_nc_ht=scontent-cdg4-2.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af8vbeLbr1GChym7te7qy6GAy7eH7C0rYXWbe9855rDR8Q&oe=6A2EEBA1,"[""https://scontent-cdg4-2.xx.fbcdn.net/v/t15.5256-10/722204894_885451590514717_6076630106790269957_n.jpg?stp=dst-jpg_tt6&cstp=mx720x1280&ctp=s960x960&_nc_cat=109&ccb=1-7&_nc_sid=50ce42&_nc_eui2=AeHQ5nGA4NW7LJfp09eVbcP4McL4b1k2o_sxwvhvWTaj-_8nNkxHOo8JbefBIf0UcqnJcupFjL-HKOK-_Ca1FB8n&_nc_ohc=WEJwtVDDB7sQ7kNvwEyMta4&_nc_oc=Adrp9_cx0xT84oxo0bMZ1Q9TXOPtldqZY4htWxwREGPHuQTaD_U0Z-bHp0SAaKXGYSs&_nc_zt=23&_nc_ht=scontent-cdg4-2.xx&_nc_gid=tQAtbhd2GDbcacGRjNAk1g&_nc_ss=7b2a8&oh=00_Af8vbeLbr1GChym7te7qy6GAy7eH7C0rYXWbe9855rDR8Q&oe=6A2EEBA1""]",https://www.facebook.com/reel/1437715211377934/,https://www.facebook.com/61585107321426/posts/122125414617170244,True
